''	BIN#	Description	Manuf	ManPartNum	Manuf2	ManPartNum2	Package	Height	ROHS	Note160803	TMA_COST	PL_COST	CostTMA_170921	CostPL_170921	Ucost	Cost1	Break2	Cost2	Reel	CostReel	Ucost	DSTR	PartNum	Qty	Price	Date	BB3B1_82	BB3C_8	SydneyRevC_122	TMA-043_80	TSrevC_40	RNS_B_8	TMA-054_10	Nuvola_8	SydneyD_8	RTK_8	BB3B1_50	BMC	RP1_12	TMA55_6	RTK0EN_4	BP1_6	OspreyA1	EagleA2	R170727	B170921	BMC_140	OSPa1_146	B170921_1200	EagleB0_10	B170921_1200	
'56R_0402'	269	RES 56 OHM 5% 0404	Panasonic	ERJ-2GEJ560X			RES0402	0.3	Y	REMOVED	0.0000 	0.0170 	0.00 	0.00 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	34	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'75R_0402'	270	RES 75 OHM 1/16W 5% 0402 SMD	Panasonic	ERJ-2GEJ750X			RES0402	0.3	Y	REMOVED	0.0000 	0.0050 	0.00 	0.00 		0.013	1000	0.005	10000	0.002							0	0									0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'100_0402'	271	RES 100 OHM 5% 0405	Panasonic	ERJ-2GEJ101X			RES0402	0.3	Y	USED ON OSPA1_146,balance 100_1%_0402	0.0000 	0.0170 	0.00 	0.00 		0.025	1000	0.017	10000	0.005							30	18	0	0 	49 	0	0	2	0	11	30	0	0 	0 	0	0 	18	0 	700	700	0 	18	0 	0	0 	
'120_0402'	272	RES 120 OHM 5% 0406	Panasonic	ERJ-2GEJ121X			RES0402	0.3	Y	T	0.0000 	0.0170 	0.00 	34.17 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	2500	2500	0 	0	2500 	49	2010 	
'220_0402'	273	RES 220 OHM 5% 0402	Panasonic	ERJ-2GEJ221X			RES0402	0.3	Y	T	0.0000 	0.0170 	0.00 	142.80 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	7 	3	0 	0	0 	8400	8400	0 	0	8400 	0	8400 	
'330_0402'	274	RES, 330 OHM, 5%, 0402	ROHM	ERJ-2GEJ331X			RES0402	0.3	Y	REMOVED	0.0000 	0.0170 	0.00 	0.00 		0.025	1000	0.017	10000	0.005							0	0									0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'1K_0402'	275	RES 1K OHM 1/16W 5% 0402 SMD	Panasonic	ERJ-2GEJ102X			RES0402	0.3	Y	T	0.0000 	0.0170 	0.00 	17.00 		0.025	1000	0.017	10000	0.005							19	14	0	8 	23 	0	0	0	4	0	19	0	30 	3 	1	0 	0	0 	1000	1000	0 	0	1000 	0	1000 	
'1.8K_0402'	276	RES 1.8K OHM 1/16W 5% 0402 SMD	Panasonic	ERJ-2GEJ182X			RES0402	0.3	Y	T	0.0000 	0.0170 	0.00 	113.56 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	7000	7000	0 	0	7000 	32	6680 	
'2K_0402'	277	RES 2K OHM 5% 0402	Panasonic	ERJ-2GEJ202X			RES0402	0.3	Y	T	0.0000 	0.0170 	0.00 	12.48 		0.025	1000	0.017	10000	0.005							0	0	19	0 	10 	0	0	2	18	0	0	0	0 	0 	0	0 	11	12 	2500	2500	0 	11	894 	16	734 	
'3K_0402'	278	RES 3k OHM 5% 0409	Panasonic	ERJ-2GEJ302X			RES0402	0.3	Y	REMOVED	0.0000 	0.0170 	0.00 	0.00 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	39	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'3.3K_0402'	279	RES 3.3k OHM 5% 0402	Panasonic	ERJ-2GEJ332X			RES0402	0.3	Y	T	0.0000 	0.0170 	0.00 	9.18 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	6000	6000	39 	0	540 	0	540 	
'4.7K_0402'	280	RES 4.7k OHM 5% 0402	Panasonic	ERJ-2GEJ472X			RES0402	0.3	Y	replace with 4.99K_1%_0402	0.0000 	0.0170 	0.00 	168.98 		0.025	1000	0.017	10000	0.005							113	65	0	0 	0 	0	0	0	0	0	113	0	0 	0 	0	0 	0	0 	10000	10000	0 	0	10000 	6	9940 	
'15K_0402'	281	RES 15K OHM 1/16W 5% 0402 SMD	Panasonic	ERJ-2GEJ153X			RES0402	0.3	Y	USED ON OSPA1_146,balance 15k_1%_0402	0.0000 	0.0170 	0.00 	0.00 		0.025	1000	0.017	10000	0.005							0	0	5	8 	0 	0	0	0	5	0	0	3	0 	3 	1	0 	19	19 	2000	2000	3 	19	0 	0	0 	
'47K_0402'	282	RES 47K OHM 1/16W 5% 0402 SMD	Panasonic	ERJ-2GEJ473X			RES0402	0.3	Y	T	0.0000 	0.0170 	0.00 	156.03 		0.025	1000	0.017	10000	0.005							0	0	2	0 	1 	1	0	0	3	1	0	0	0 	0 	1	0 	12	12 	11000	11000	0 	12	9248 	7	9178 	
'100K_0402'	283	RES 100k OHM 5% 0402	Panasonic	ERJ-2GEJ104X			RES0402	0.3	Y	T	0.0000 	0.0170 	0.00 	184.52 		0.025	1000	0.017	10000	0.005							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	1	1 	11000	11000	0 	1	10854 	0	10854 	
'49R9_1%_0603'	284	RES, 49.9 OHM, 1%, 0603	PANASONIC	ERJ3EKF49R9V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	11.96 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	3000	3000	0 	0	3000 	1	2990 	
'56R_1%_0603'	285	RES, 56 OHM, 1%, 0603	PANASONIC	ERJ3EKF56R0V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	18.00 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4500	4500	0 	0	4500 	0	4500 	
'60R4_1%_0603'	286	RES, 60.4 OHM, 1%, 0603	PANASONIC	ERJ3EKF60R4V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	18.00 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4500	4500	0 	0	4500 	0	4500 	
'82R5_1%_0603'	287	RES, 82.5 OHM, 1%, 0603	PANASONIC	ERJ3EKF82R5V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	16.00 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4000	4000	0 	0	4000 	0	4000 	
'100_1%_0603'	288	RES, 100 OHM, 1%, 0603	PANASONIC	ERJ3EKF1000V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	58.40 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	14600	14600	0 	0	14600 	0	14600 	
'274_1%_0603'	289	RES, 274 OHM, 1%, 0603	PANASONIC	ERJ3EKF2740V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	11.20 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	2800	2800	0 	0	2800 	0	2800 	
'280_1%_0603'	290	RES, 280 OHM, 1%, 0603	PANASONIC	ERJ3EKF2800V			RES0603	0.3	Y	USED ON OSPA1_146,balance 330_0603	0.0000 	0.0040 	0.00 	0.00 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	21	0 	1000	1000	0 	21	0 	0	0 	
'499_1%_0603'	291	RES, 499 OHM, 1%, 0603	PANASONIC	ERJ3EKF4990V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	11.36 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	5	0 	0 	0	0 	0	4 	3000	3000	0 	0	3000 	16	2840 	
'1K_1%_0603'	292	RES 1K 0603 1%	Panasonic	ERJ-3EKF1001V			RES0603	0.3	Y	USED ON OSPA1_146	0.0014 		1.31 	0.00 	0.00143	Venkel	CR0603-10W-1001FT	5000	7.15	170914							0	0	0	0 	0 	0	0	0	0	0	0	2	0 	2 	0	0 	0	0 	2300	7300	7 	37	918 	0	918 	
'1.5K_1%_0603'	293	RES 1.5K 0603 1%	Panasonic	ERJ-3EKF1501V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	15.20 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	35 	4000	4000	0 	0	4000 	20	3800 	
'1.74K_1%_0603'	294	1.74K 1%	Rohm	MCR03EZPFX1741			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	18.00 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4500	4500	0 	0	4500 	0	4500 	
'2K_1%_0603'	295	RES.2K 0603 1%	Panasonic	ERJ-3EKF2001V			RES0603	0.3	Y	REMOVED	0.0000 	0.0030 	0.00 	0.00 		0.008	1000	0.003	5000	0.0017							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'2.15K_1%_0603'	296	RES.2.15K 0603 1%	Panasonic	ERJ-3EKF2151V			RES0603	0.3	Y	USED ON OSPA1_146,balance 2.21K_1%_0603	0.0000 	0.0030 	0.00 	0.00 		0.008	1000	0.003	5000	0.0017							0	0	0	0 	0 	0	9	0	0	0	0	0	0 	0 	0	0 	59	43 	2800	2800	0 	59	0 	0	0 	
'2.21K_1%_0603'	297	RES, 2.21K OHM, 1%, 0603	PANASONIC	ERJ3EKF2211V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	0.00 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	29 	0	0 	4150	4150	0 	0	460 	46	0 	
'2.32K_1%_0603'	298	RES, 2.32K OHM, 1%, 0603	PANASONIC	ERJ3EKF2321V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	16.38 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	31	0 	0	0 	8300	8300	0 	0	4636 	54	4096 	
'3.01K_1%_0603'	299	RES.3.01K 0603 1%	Panasonic	ERJ-3EKF3011V			RES0603	0.3	Y	USED ON OSPA1_146,balance 2.21K_1%_0603	0.0000 	0.0030 	0.00 	0.00 		0.008	1000	0.003	5000	0.0017							7	6	0	0 	0 	0	0	0	0	0	7	8	0 	0 	0	0 	20	4 	2500	2500	8 	20	0 	0	0 	
'3.4K_1%_0603'	300	RES.3.4K 0603 1%	Panasonic	ERJ-3EKF3401V			RES0603	0.3	Y	T	0.0000 	0.0030 	0.00 	0.90 		0.008	1000	0.003	5000	0.0017							0	0	0	0 	0 	41	0	0	0	29	0	0	0 	0 	0	0 	0	0 	300	300	0 	0	300 	0	300 	
'4.99K_1%_0603'	301	RES, 4.99 KOHM, 1%, 0603	Panasonic	ERJ3EKF4991V			RES0603	0.3	Y	REMOVED	0.0000 	0.0040 	0.00 	0.00 		0.011	1000	0.004	5000	0.0025							0	0									0	0	0 	0 	0	0 	2	48 		0	0 	0	0 	0	0 	
'11.5K_1%_0603'	302	11.5K 1% 0603	Panasonic	ERJ3EKF1152V			RES0603	0.3	Y	REMOVED	0.0000 	0.0040 	0.00 	0.00 		0.011	1000	0.004	5000	0.0025							0	0									0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'12.1K_1%_0603'	303	RES, 12.1K 0603 1%	Panasonic	ERJ-3EKF1212V			RES0603	0.3	Y	REMOVED	0.0000 	0.0030 	0.00 	0.00 		0.008	1000	0.003	5000	0.0017							0	0									0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'12.7K_1%_0603'	304	RES, 12.7 KOHM, 1%, 0603	Panasonic	ERJ3EKF1272V			RES0603	0.3	Y	T	0.0015 	0.0000 	2.96 	0.00 	0.0006	venkel	CR0603-10W-1272FT	5000	3.10	150810	0.0015	online	ERJ3EKF1272V	10000	15.00	150810	44	44	12	0 	0 	1	0	0		0	44	0	0 	0 	0	0 	0	0 	2250	2250	0 	0	2250 	28	1970 	
'15.8K_1%_0603'	305	15.8K 1% 0603	Panasonic	ERJ3EKF1582V			RES0603	0.3	Y	USED ON OSPA1_146,balance 16.2K_1%_0603	0.0000 	0.0040 	0.00 	0.00 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	73	0	0	0	0 	0 	0	0 	11	11 	400	400	0 	19	0 	0	0 	
'16.2K_1%_0603'	306	16.2K 1% 0603	Panasonic	ERJ3EKF1622V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	6.50 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	62	0 	0	0 	4000	4000	0 	0	1626 	0	1626 	
'20K_1%_0603'	307	20K 1% 0603	Vishay	CRCW060320K0FKEA			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	1.60 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	400	400	0 	0	400 	0	400 	
'24.9K_1%_0603'	308	RES, 24.9 KOHM, 1%, 0603	Panasonic	ERJ3EKF2492V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	3.20 		0.011	1000	0.004	5000	0.0025							4	4	2	0 	3 	2	0	0	2	2	4	0	0 	0 	0	0 	0	0 	800	800	0 	0	800 	0	800 	
'29.4K_1%_0603'	309	RES. 29K4 0603 1%	Panasonic	ERJ-3EKF2942V			RES0603	0.3	Y	T	0.0000 	0.0030 	0.00 	12.69 		0.008	1000	0.003	5000	0.0017							0	0	0	0 	1 	0	0	0	0	0	0	0	0 	0 	0	0 	0	8 	4300	4300	0 	0	4300 	7	4230 	
'30.1K_1%_0603'	310	RES, 30.1K OHM, 1%, 0603	PANASONIC	ERJ3EKF3012V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	1.58 		0.011	1000	0.004	5000	0.0025							5	5	2	0 	4 	6	0	0	2	4	5	0	0 	0 	0	0 	4	4 	1000	1000	0 	4	416 	2	396 	
'33.2K_1%_0603'	311	RES, 33.2K OHM, 1%, 0603	PANASONIC	ERJ3EKF3322V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	18.00 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	1 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4500	4500	0 	0	4500 	0	4500 	
'35.7K_1%_0603'	312	RES, 35K7 0603 1%	Panasonic	ERJ-3EKF3572V			RES0603	0.3	Y	T	0.0000 	0.0030 	0.00 	13.50 		0.008	1000	0.003	5000	0.0017							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4500	4500	0 	0	4500 	0	4500 	
'36.5K_1%_0603'	313	RES, 36.5 KOHM, 1%, 0603	Panasonic	ERJ3EKF3652V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	36.80 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	9200	9200	0 	0	9200 	0	9200 	
'37.4K_1%_0603'	314	RES.37.4K 0603 1%	Panasonic	ERJ-3EKF3742V		20	RES0603	0.3	Y	T	0.0000 	0.0030 	0.00 	27.00 		0.008	1000	0.003	5000	0.0017							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	9000	9000	0 	0	9000 	0	9000 	
'38.3K_1%_0603'	315	RES, 38.3K OHM, 1%, 0603	PANASONIC	ERJ3EKF3832V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	20.00 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	5000	5000	0 	0	5000 	0	5000 	
'39.2K_1%_0603'	316	RES.39.2K 0603 1%	Panasonic	ERJ-3EKF3922V			RES0603	0.3	Y	T	0.0000 	0.0030 	0.00 	13.50 		0.008	1000	0.003	5000	0.0017							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4500	4500	0 	0	4500 	0	4500 	
'43.2K_1%_0603'	317	RES.43.2K 0603 1%	Panasonic	ERJ-3EKF4322V			RES0603	0.3	Y	T	0.0000 	0.0030 	0.00 	13.20 		0.008	1000	0.003	5000	0.0017							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	5 	9	6 	0	0 	4500	4500	0 	0	4500 	10	4400 	
'49.9K_1%_0603'	318	49.9K 1%0603	Vishay	CRCW060349K9FKEA			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	12.00 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	5	0 	0 	0	0 	0	0 	3700	3700	5 	0	3000 	0	3000 	
'51.1K_1%_0603'	319	RES, 51.1K OHM, 1%, 0603	PANASONIC	ERJ3EKF5112V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	1.46 		0.011	1000	0.004	5000	0.0025							21	13	0	0 	0 	0	0	0	0	0	21	0	0 	0 	0	0 	4	5 	1000	1000	0 	4	416 	5	366 	
'52.3K_1%_0603'	320	RES. 52.3K 0603 1%	Panasonic	ERJ-3EKF5232V			RES0603	0.3	Y	T	0.0000 	0.0030 	0.00 	13.50 		0.008	1000	0.003	5000	0.0017							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4500	4500	0 	0	4500 	0	4500 	
'53.6K_1%_0603'	321	RES. 53.6K 0603 1%	Panasonic	ERJ-3EKF5362V			RES0603	0.3	Y	T	0.0000 	0.0030 	0.00 	24.00 		0.008	1000	0.003	5000	0.0017							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	8000	8000	0 	0	8000 	0	8000 	
'53.6K_1%_0603'	322	RES, 53.6K OHM, 1%, 0603	PANASONIC	ERJ3EKF5362V			RES0603	0.3	Y	REMOVED	0.0000 	0.0040 	0.00 	0.00 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
'56.2K_1%_0603'	323	RES, 56.2K OHM, 1%, 0603	PANASONIC	ERJ3EKF5622V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	19.16 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4800	4800	0 	0	4800 	1	4790 	
'60.4K_1%_0603'	324	60.4K 1% 0603	Yageo	RC0603FR-0760K4L			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	10.30 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	4	4 	3200	3200	0 	4	2616 	4	2576 	
'61.9K_1%_0603'	325	RES. 61.9K 0603 1%	Panasonic	ERJ-3EKF6192V			RES0603	0.3	Y	T	0.0000 	0.0030 	0.00 	13.80 		0.008	1000	0.003	5000	0.0017							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	1 	0	0 	0	0 	4600	4600	0 	0	4600 	0	4600 	
'100K_1%_0603'	326	RES. 100K 0603 1%	Panasonic	ERJ-3EKF1003V			RES0603	0.3	Y		0.0000 	0.0030 	0.00 	20.72 		0.008	1000	0.003	5000	0.0017							1	0	0	0 	0 	0	0	0	0	0	1	0	0 	0 	0	0 	0	32 	11000	11000	0 	0	7188 	28	6908 	
'115K_1%_0603'	327	RES. 115K 0603 1%	Panasonic	ERJ-3EKF1153V			RES0603	0.3	Y	T	0.0000 	0.0030 	0.00 	15.60 		0.008	1000	0.003	5000	0.0017							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	1 	0	0 	0	0 	5200	5200	0 	0	5200 	0	5200 	
'150K_1%_0603'	328	150K 1% 0603	Vishay	CRCW0603150KKFKEA			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	17.20 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4300	4300	0 	0	4300 	0	4300 	
'160K_1%_0603'	329	RES, 160K OHM, 1%, 0603	PANASONIC	ERJ3EKF1603V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	18.80 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4700	4700	0 	0	4700 	0	4700 	
'169K_1%_0603'	330	RES. 169K 0603 1%	Panasonic	ERJ-3EKF1693V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	13.60 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	3	0	0	0	4	0	0	0 	0 	5	0 	0	0 	3400	3400	0 	0	3400 	0	3400 	
'200K_1%_0603'	331	200K 1% 0603	Yageo	RC0603FR-07200KL			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	15.92 		0.011	1000	0.004	5000	0.0025							0	0	1	0 	1 	0	0	0	1	0	0	0	0 	0 	0	0 	0	0 	4000	4000	0 	0	4000 	2	3980 	
'280K_1%_0603'	332	RES, 280K OHM, 1%, 0603	PANASONIC	ERJ3EKF2803V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	18.40 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4600	4600	0 	0	4600 	0	4600 	
'301K_1%_0603'	333	301K  1% 0603	Rohm	MCR03EZPFX3013			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	17.20 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4300	4300	0 	0	4300 	0	4300 	
'316K_1%_0603'	334	RES, 316K OHM, 1%, 0603	PANASONIC	ERJ3EKF3163V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	20.00 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	5000	5000	0 	0	5000 	0	5000 	
'392K_1%_0603'	335	RES, 392K OHM, 1%, 0603	PANASONIC	ERJ3EKF3923V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	2.80 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	1 	0	0 	0	0 	700	700	0 	0	700 	0	700 	
'402K_1%_0603'	336	RES, 402K OHM, 1%, 0603	PANASONIC	ERJ3EKF4023V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	4.00 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	1000	1000	0 	0	1000 	0	1000 	
'422K_1%_0603'	337	RES, 422K OHM, 1%, 0603	PANASONIC	ERJ3EKF4223V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	2.40 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	600	600	0 	0	600 	0	600 	
'432K_1%_0603'	338	RES, 432K OHM, 1%, 0603	PANASONIC	ERJ3EKF4323V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	39.20 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	1 	0	0 	0	0 	9800	9800	0 	0	9800 	0	9800 	
'487K_1%_0603'	339	487K 1% 0603	Vishay	CRCW0603487KFKEA			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	18.00 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	2 	0	0 	0	0 	4500	4500	0 	0	4500 	0	4500 	
'909K_1%_0603'	340	909K O603	Rohm	MCR03EZPFX9093			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	18.00 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	2 	1	0 	0	0 	4500	4500	0 	0	4500 	0	4500 	
'4.7M_1%_0603'	341	RES, 4.7M OHM, 1%, 0603	PANASONIC	ERJ3EKF4704V			RES0603	0.3	Y	T	0.0000 	0.0040 	0.00 	18.00 		0.011	1000	0.004	5000	0.0025							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	4500	4500	0 	0	4500 	0	4500 	
'0R_0603'	342	RES, 0 OHM, 1%, 0603	PANASONIC	ERJ3GEY0R00V		CRCW06030000Z0EA	RES0603	0.3	Y	T	0.0000 	0.0030 	0.00 	28.55 		0.008	1000	0.003	5000	0.0017							0	0	10	0 	2 	0	0	0	8	0	0	0	0 	0 	0	0 	4	4 	10100	10100	0 	4	9516 	0	9516 	
'10R_0603'	343	RES, 10 OHM, 5%, 0603	PANASONIC	ERJ-3GEYJ100V			RES0603	0.3	Y	T	0.0000 	0.0150 	0.00 	64.89 		0.022	1000	0.015	5000	0.0027							0	0	0	0 	2 	2	2	0	0	2	0	0	0 	0 	2	14 	4	11 	5000	5000	0 	4	4416 	9	4326 	
'22R_0603'	344	RES, 22 OHM, 5%, 0603	PANASONIC	ERJ-3GEYJ220V			RES0603	0.3	Y	balance 33R_0603	0.0000 	0.0030 	0.00 	0.00 		0.008	1000	0.003	5000	0.0017							0	0	2	0 	0 	0	0	0	2	0	0	4	0 	0 	0	0 	0	0 	600	600	4 	0	70 	7	0 	
'33R_0603'	345	RES, 33 OHM, 5%, 0603	PANASONIC	ERJ-3GEYJ330V			RES0603	0.3	Y	T	0.0000 	0.0150 	0.00 	39.90 		0.022	1000	0.015	5000	0.0027							0	0	5	0 	5 	0	0	0	5	0	0	5	0 	0 	0	0 	0	0 	3400	3400	5 	0	2670 	1	2660 	
'82R_0603'	346	RES, 82 OHM, 5%, 0603	PANASONIC	ERJ-3GEYJ820V			RES0603	0.3	Y	T	0.0000 	0.0150 	0.00 	2.67 		0.022	1000	0.015	5000	0.0027							0	0	0	0 	3 	2	0	0	0	4	0	0	0 	0 	4	0 	7	8 	1200	1200	0 	7	178 	0	178 	
'100_0603'	347	RES, 100 OHM, 5%, 0603	PANASONIC	ERJ-3GEYJ101V			RES0603	0.3	Y	T	0.0000 	0.0030 	0.00 	5.83 		0.008	1000	0.003	5000	0.0017							0	0	3	0 	0 	2	0	0	3	0	0	0	0 	0 	0	0 	6	7 	2900	2900	0 	6	2024 	8	1944 	
'130_0603'	348	RES, 130 OHM, 5%, 0603	PANASONIC	ERJ-3GEYJ131V			RES0603	0.3	Y	T	0.0000 	0.0030 	0.00 	0.75 		0.008	1000	0.003	5000	0.0017							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	0 	0	0 	250	250	0 	0	250 	0	250 	
'220_0603'	349	RES, 220 OHM, 5%, 0603	PANASONIC	ERJ-3GEYJ221V			RES0603	0.3	Y	T	0.0000 	0.0030 	0.00 	5.88 		0.008	1000	0.003	5000	0.0017							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	0 	0	5 	0	20 	2000	2000	0 	0	2000 	4	1960 	
