''	BIN#	Description	Manuf	ManPartNum	Manuf2	ManPartNum2	Package	Height	ROHS	Note160803	TMA_COST	PL_COST	CostTMA_170921	CostPL_170921	Ucost	Cost1	Break2	Cost2	Reel	CostReel	Ucost	DSTR	PartNum	Qty	Price	Date	BB3B1_82	BB3C_8	SydneyRevC_122	TMA-043_80	TSrevC_40	RNS_B_8	TMA-054_10	Nuvola_8	SydneyD_8	RTK_8	BB3B1_50	BMC	RP1_12	TMA55_6	RTK0EN_4	BP1_6	OspreyA1	EagleA2	R170727	B170921	BMC_140	OSPa1_146	B170921_1200	EagleB0_10	B170921_1200	
'NX5032GA-24MHZ'	602	CRYSTAL 24.000000MHZ 8PF SMD	NDK	NX5032GA-24.000000MHZ			NX5032GA	1.3	Y		0.4400 	0.0000 	0.00 	0.00 	0.42	dk	NX5032GA-24.000000MHZ	154 	65 	161006 	0.44	dk	NX5032GA-24.000000MHZ	156	68.64	170914											0		0 	0 	0	0 	1	1 		156	0 	1	10 	1	0 	
'NX5032GA-25MHZ'	603	CRYSTAL 25.000 MHZ SMT 8PF	NDK	NX5032GA-25.000000MHZ-LN-CD-1	NDK	NX5032GA-25.000M-STD-CSK-4 	NX5032GA	1.3	Y	use new part N7	0.3200 	0.0000 	81.60 	0.00 	0.3200	dk	NX5032GA-25.000000MHZ-LN-CD-1	1000	320.00	150810	0.32	dk	NX5032GA-25.000000MHZ-LN-CD-1	1000 	320	170518	5	3	8	2 	5 	0	0	0	8	0	5	0	0 	2 	0	2 	4	4 	889	889	0 	4	305 	5	255 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
'1551892-1'	605	CONN ZQSFP+ CAGE W/ HEAT SINK	TE Connectivity	1551892-1			1551892-1		Y		20.1570 	0.0000 	161.26 	0.00 	20.157	dk	1551892-1	26	933.062	140729	11.3200	dk	1551892-1	12	135.84	170327	0	0	0	0 	0 	0	0	0	0	0	0	0	0 	2 	0	0 	0	0 	8	8	0 	0	8 	0	8 	
'1551920-2'	606	CONN RECPT ZQSFP+ SMD R/A 38POS	TE Connectivity	1551920-2			1551920-2	6.1	Y		7.4140 	0.0000 	118.62 	0.00 	7.414	dk	1551920-2	65	481.91	140729							0	0	0	0 	0 	0	0	0	0	0	0	0	0 	2 	0	0 	0	0 	16	16	0 	0	16 	0	16 	
'193-8MS'	607	SWITCH DIP 8POS SIDE ACT SMT 50V	CTS Electoroc	193-8MS			193-8MS	7.9	Y		1.1319		11.32 	0.00 	1.1319	avnet	193-8MS	13	14.7147	140729																									10	10	0	0	10 	0	10 	
'2173239-1'	608	CONN ZQSFP+1X3 CAGE W/ HEAT SINK	TE Connectivity	2173239-1			2173239-1		Y		40.0345		160.14 	0.00 	40.0345	avnet	2173239-1	13	520.4485	140729																									4	4	0	0	4 	0	4 	
'74960-3018'	609	CONN RCPT PCI EXPRESS 18POS SMD	Molex	74960-3018			74960-3018	7.65	Y		8.76		35.04 	0.00 	8.76	mouser	74960-3018	13	113.88	140729																									4	4	0	0	4 	0	4 	
'5041872470'	610	1.25MM VERT HDR 24CKT DUAL ROW	Molex	5041872470				4.8	Y		1.21		4.84 	0.00 	1.21	mouser	5041872470	13	15.73	140729																									4	4	0	0	4 	0	4 	
'FOD817DSD'	611	OPTOISOLATOR 5KV TRANSISTOR 4SMD	Fairchild	FOD817DSD			FOD817DSD	4.6	Y		0.3788		7.58 	0.00 	0.3788	dk	FOD817DSD	26 	9.828	140729																									20	20	0	0	20 	0	20 	
'TCA9555PWR'	612	IC I/O EXPANDER I2C 16B 24TSSOP	TI	TCA9555DPWR			TSOP65P640X120-24N	1	Y		1.44	0.0000 	86.40 	0.00 	1.44	mouser	TCA9555PWR	195 	280.8	140729								0	0 	0	0	0	0	0			0	0	0 	0 	0	0 	0	0 	60	60	0 	0	60 	0	60 	
'3-350944-0'	613	CONN HEADER 4POS .250 RTANG GOLD	TE Connectivity	3-350944-0			3-350944-0	9.14	Y		2.5836		10.33 	0.00 	2.5836	avnet	3-350944-0	13	33.5868	140729																									4	4	0	0	4 	0	4 	
'AWH16G-0222-T-R'	614	CONN HEADER 16PS VERT SHORT GOLD	Assmann	AWH16G-0222-T-R			AWH16G-0222-T-R	27.6	Y		0	1.33	0.00 	0.00 		1.33	10	1.173	100	1.012																										0	0	0	0 	0	0 	
'M2012TXG41-DC'	615	SWITCH ROCKER SPDT 0.4VA 28V	NKK Switches	M2012TXG41-DC			M2012TXG41-DC	13	Y		5.46		38.22 	0.00 	5.46	dk	M2012TXG41-DC	13 	70.98	140729																									7	7	0	0	7 	0	7 	
'LT1963AES8'	616	IC REG LDO ADJ 1.5A 8SOIC	Linear Tech	LT1963AES8			SOIC127P600X175-8N	1	Y		2.6000		7.80 	0.00 	2.6000	arrow	LT1963AES8#PBF	12	31.20	150810																									3	3	0	0	3 	0	3 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
'AT93C46EN-SH-B'	619	IC EEPROM 1KBIT 2MHZ 8SOIC	Atmel	AT93C46EN-SH-B			SOIC127P600X175-8N	1	Y		0.3400 	0.0000 	0.00 	0.00 	0.28	arrow	AT93C46EN-SH-B	17 	4.76	170518	0.34	dk	AT93C46EN-SH-B	134	45.56	170914	0	0	0	0 	0 	1	0	0	0	1	0	0	0 	0 	1	1 	1	1 	12	146	0 	1	0 	0	0 	
'SY58608U'	620	IC CLK BUFFER 1:2 3GHZ 16MLF	Micrel	SY58608U			QFN50P300X300X90-16EP1	1	Y		5.0377		0.00 	0.00 	5.0377	dk	SY58608UMG	12	60.45	150810	4.1	arrow	SY58608UMG	4 	16.4	170518													0	0	1	0	0	0		0	0	0	0 	0	0 	
'TCA9554PWR'	621	IC I/O EXPANDER I2C 8BIT 16TSSOP	TI	TCA9554PWR			tssop65p640x120-16n	1	Y		1.8500 	0.0000 	127.65 	0.00 	1.85	mouser	TCA9554PWR	100 	12.95	140821							0	0	0	0 	0 	1	0	0	0	1	0	0	0 	0 	1	0 	0	0 	69	69	0 	0	69 	0	69 	
'SI5317B-C-GM'	622	IC CLK JITTER CLEANR PROG 36QFN	SiLabs	SI5317B-C-GM			QFN50P600X600X100-36EP1	1	Y		12.57		0.00 	0.00 	11.9000	dk	SI5317B-C-GM	12	142.80	150810	12.57	dk	SI5317B-C-GM	4 	50.28	170518													0	0	1	0	0	0		0	0	0	0 	0	0 	
'BF-125.000MBE-T'	623	OSC XO 125.000MHZ LVDS SMD	TXC	BF-125.000MBE-T			osc_5x7_6	0.7	Y		5.64		0.00 	0.00 	5.6130	dk	BF-125.000MBE-T	12	67.36	150810	5.64	dk	BF-125.000MBE-T	4 	22.56	170518													0	0	1	0	0	0		0	0	0	0 	0	0 	
'BF-156.250MBE-T'	624	OSC XO 156.25MHZ LVDS SMD	TXC	BF-156.250MBE-T			osc_5x7_6	0.7	Y		6.42		0.00 	0.00 	6.2830	dk	BF-156.250MBE-T	12	75.40	150810	6.42	dk	BF-156.250MBE-T	4 	25.68	170518													0	0	1	0	0	0		0	0	0	0 	0	0 	
'CS-023-114.285M'	625	CRYSTAL 114.285MHZ 18PF SMD	Connor-Winf	CS-023-114.285M			XTAL_32X25_4	0.7	Y		4.5		0.00 	0.00 	4.5000	dk	CS-023-114.285M	12	54.00	150810	4.4	dk	CS-023-114.285M	8 	35.2	170518													0	0	2	0	0	0		0	0	0	0 	0	0 	
'DSC1123AE2-300.0000'	626	OSC MEMS 300.00MHZ LVDSL SMD	Micrel	DSC1123AE2-300.0000			OSC_70X50_6_EPAD	0.7	Y		0.0000 	3.5860 	0.00 	39.45 		4.02	10	3.586	100	2.9401								0	0 	0	0	0	0	0			0	0	0 	0 	0	0 	0	0 	11	11	0 	0	11 	0	11 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
'0826-1K4T-23-F'	644												0.00 	0.00 																															8	8	0 	0	8 	0	8 	
'CBC2518T220M'	645	FIXED IND2518 22UH 460MA 1 OHM	Taiyo Yuden	CBC2518T220M			IND1210	1	Y		0.0526 	0.0000 	52.39 	0.00 	0.1400	dk	CBC2518T220M	100 	14.00	150810	0.0526	Avnet	CBC2518T220M	2000 	105 	161006 	0	0	1	0 	0 	0	0	0	1	0	0	0	0 	0 	0	0 	3	3 	1454	1454	0 	3	1016 	2	996 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
'ASP-134488-01'	648	AppSpecificConnector	Samtec	ASP-134488-01					Y		23.88		191.04 	0.00 	23.8800	samtec	ASP-134488-01	34	811.92	150810	23.88	samtec	ASP-134488-01	8 	191.04	170518													0	0	2	0	0	0	8	8	0	0	8 	0	8 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
'MCP4018T-502E'	651	IC DGTL POT 5K 128TAPS SC70-6	Microchip	MCP4018T-502E							0.6100		3.05 	0.00 	0.6100	dk	MCP4018T-502E	2	1.22	150901																									5	5	0	0	5 	0	5 	
'SI3588DV-T1-E3'	652	MOSFET N/P-CH 20V 2.5A 6TSOP	Vishay	SI3588DV-T1-E3							0.7810		6.25 	0.00 	0.781	mouser	SI3588DV-T1-E3	10	7.81	150206																									8	8	0	0	8 	0	8 	
'MT29F4G08ABBDAH4'	653	IC FLASH 512Mx8 63VFBGA 1.8V	Micron	MT29F4G08ABBDAH4:D								5.36	0.00 	107.20 		5.36	10	4.69	100	4.05																									20	20	0	0	20 	0	20 	
'MT29F4G08ABBEAH4'	654	IC FLASH 512Mx8 63VFBGA 1.8V	Micron	MT29F4G08ABBEAH4:E								12.21	0.00 	244.20 		12.21	10	12.21	100	4.44																									20	20	0	0	20 	0	20 	
'MT29F2G08ABBFAH4'	655	IC FLASH 256Mx8 63VFBGA 1.8V	Micron	MT29F2G08ABBFAH4:F								2.04	0.00 	40.80 		2.04	10	2.04																											20	20	0	0	20 	0	20 	
'MT29F2G08ABBEAHC:E'	656	IC FLASH 4Gx8 100VFBGA 3.3V	Micron	MT29F32G08ABCABH1-10								47.86	0.00 	957.20 		47.86	10	34.81																											20	20	0	0	20 	0	20 	
'Si52147-A01AGM'	657	IC CLK GENERATOR PCIE 1:9 100MHZ 48QFN	Silicon Labs	Si52147-A01AGM								4.05	0.00 	607.50 		4.05	10	3.82	100	3.71																									150	150	0	0	150 	0	150 	
'Si5335c-B02236-GM'	658		Silicon Labs	Si5335c-B02236-GM								18.98	0.00 	284.70 		18.98	10	18.98																											15	15	0	0	15 	0	15 	
'530FB156M250DG'	659		Silicon Labs	530FB156M250DG								23.18	0.00 	5795.00 		23.18	10	16.86	100	14.27																									250	250	0	0	250 	0	250 	
'SI3220-G-FQ'	660		Silicon Labs	SI3220-G-FQ								9.24	0.00 	2069.76 		9.24	10	8.56	100	11.3																									224	224	0	0	224 	0	224 	
'SI3200-G-FS'	661		Silicon Labs	SI3200-G-FS								3.88	0.00 	1738.24 		3.88	10	3.88	100	1.41																									448	448	0	0	448 	0	448 	
Not recognized parts in inventory	662												0.00 	0.00 																																0	0	0	0 	0	0 	
10UF 35V	663	640											0.00 	0.00 																																0	0	0	0 	0	0 	
100 UF 35V	664	198											0.00 	0.00 																																0	0	0	0 	0	0 	
AT93C46EN-SH-B	665	55											0.00 	0.00 																																0	0	0	0 	0	0 	
LP2996M	666	62										1.23	0.00 	76.26 		1.23	10	1.23																											62	62	0	0	62 	0	62 	
PI6C20400SLE	667	89	8 PCS RNS KIT									3.78	0.00 	362.88 		3.78	10	3.38																											96	96	0	0	96 	0	96 	
FDN338P/BKN	668	50										0.48	0.00 	24.00 		0.48	10	0.364																											50	50	0	0	50 	0	50 	
PIC16F506	669	35										0.769	0.00 	26.92 		0.769	10	0.769																											35	35	0	0	35 	0	35 	
IDT5V925	670	3										0	0.00 	0.00 																															3	3	0	0	3 	0	3 	
MT29F2G16ABDHC-ET:D	671	11										3.08	0.00 	3.08 		3.08	10	2.76																											1	1	0	0	1 	0	1 	
MT29F1T08CUCABH8-10ES:A	672	17										74.53	0.00 	2012.31 		74.53	10	74.53																											27	27	0	0	27 	0	27 	
MT41J256M8HX-125:D	673	42										4.06	0.00 	170.52 		4.06	10	3.64																											42	42	0	0	42 	0	42 	
MT29F4G16ABCHC:C	674	13										5.55	0.00 	72.15 		5.55	10	5.05																											13	13	0	0	13 	0	13 	
MBRA140T3G	675	240										0.197	0.00 	46.69 		0.197	10	0.172	100	0.123																									237	237	0	0	237 	0	237 	
IRLML2502TRPBF	676	45										0.48	0.00 	21.60 		0.48	10	0.364																											45	45	0	0	45 	0	45 	
ATXMEGA16A4-CU	677	24				ATXMEGA16A4-CU						6.96	0.00 	180.96 		6.96	10	6.58																											26	26	0	0	26 	0	26 	
CS325-24.975MABJ-UT	678	20										0	0.00 	0.00 																															20	20	0	0	20 	0	20 	
N25Q128A11ESF40G	679	8										1.15	0.00 	9.20 		1.15	10	1.09																											8	8	0	0	8 	0	8 	
590NA-BDG	680	16										0	0.00 	0.00 																															16	16	0	0	16 	0	16 	
1840156-4	681	14										20.56	0.00 	328.96 		20.56	10	19.53																											16	16	0	0	16 	0	16 	
G12-1GHT-038	682	196										0	0.00 	0.00 																															196	196	0	0	196 	0	196 	
IS61WV102416BLL-10TLI	683	36										21.12	0.00 	760.32 		21.12	10	19.67																											36	36	0	0	36 	0	36 	
530470310	684	2421										0.268	0.00 	603.00 		0.268	10	0.268	1000	0.164																									2250	2250	0	0	2250 	0	2250 	
87715-9206	685	4										0	0.00 	0.00 																																0	0	0	0 	0	0 	
5V49EE904NLGI	686	47				REC'D IDT5V49EE904NLGI						5.12	0.00 	240.64 		5.12	10	3.98																											47	47	0	0	47 	0	47 	
AE410-05662-00	687	3										0	0.00 	0.00 																															3	3	0	0	3 	0	3 	
CAT24M01XI-T2	688	137	sydney									2.16	0.00 	218.16 		2.16	10	1.55																											101	101	0	0	101 	0	101 	
GRPB031VWVN-RC	689	8										0.215	0.00 	1.72 		0.215	10	0.215																											8	8	0	0	8 	0	8 	
M2012TXG41-DR	690	3										5.46	0.00 	16.38 		5.46	10	5.2																											3	3	0	0	3 	0	3 	
HSEC8-110-01-S-DV-A-TY	691	13										2.61	0.00 	33.93 		2.61	10	2.42																											13	13	0	0	13 	0	13 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
													0.00 	0.00 																																0	0	0	0 	0	0 	
'WSK06125L000FEA'	712	Current Sense Resistor 5 mOhm	Vishay	WSK06125L000FEA			WSK0612				0.3300 	0.0000 	941.82 	0.00 	0.3300	mouser	WSK06125L000FEA	4000	1320.00	150810							5	5									5	0	0 	0 	1	0 	1	1 	3000	3000	0 	1	2854 	0	2854 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
'10uH_0603'	715												0.00 	0.00 																															3500	3500	0 	0	3500 	0	3500 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
'2N7002W-TP'	718	MOSFET N-CH 115MA 60V SOT-323	Micro Commercial	2N7002W-TP			SOT65P210X100-3N				0.0000 	0.1638 	0.00 	196.56 		0.39	100	0.1638	3000	0.06							0	0									0	0	0 	0 	0	0 	0	0 	1200	1200	0 	0	1200 	0	1200 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
'QSH-030-01-L-D-A'	722	CONN RCPT HI-SPD .5MM 60POS DL 	SAMTEC	QSH-030-01-L-D-A			QSH-030-01-X-D-A				7.2850 	0.0000 	0.00 	0.00 	7.285	dk	QSH-030-01-L-D-A	150	1092.75	151215							1	0									1	0	0 	0 	0	0 	0	0 		0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
'9FG830AFLF'	725	IC FREQ GENERATOR 48SSOP 1:9 HCSL 3.3V	IDT	9FG830AFLF			48-SSOP						0.00 	0.00 																															12	12	0	0	12 	0	12 	
'CBC3225T4R7M'	726	FIXED IND2518 4.7UH 1.01A 130 mOhm	Taiyo Yuden	LQCBC3225T4R7			IND1210	2.7	Y		0.0830 	0.0000 	42.08 	0.00 	0.081	onlinecomp	CBC3225T4R7	2000	162	151215	0.083	mouser	LQCBC3225T4R7MR	1000	83	170914	7	1									7	1	0 	0 	0	0 	1	3 	525	1525	4 	3	527 	2	507 	
'AOZ1280CI'	727	IC REG BUCK ADJ 1.2A 0.8V 3-26V SOT23-6 1.5MHz	Alpha&Omega	AOZ1280CI			SOT95P280X125-6N	1.25	Y		0.2465 	0.0000 	534.41 	0.00 	0.2465	739.5	AOZ1280CI	3000	739.5	150811							0	0								1	0	0	0 	0 	0	0 	2	2 	2500	2500	0 	2	2208 	4	2168 	
'11K_1%_0402'	728	RES, 11K OHM, 1%, 0402	Panasonic	ERJ-2RKF1102X	Venkel	CR0402-16W-1102FT	RES0402	0.3	Y		0.0007 	0.0000 	4.93 	0.00 	0.00072	venkel	CR0402-16W-1102FT	10000	7.2	161027																			0 	0 	0	0 	1	1 	7000	7000	0 	1	6854 	0	6854 	
'17.8K_1%_0402'	729	RES, 17.8K OHM, 1%, 0402	Panasonic	ERJ-2RKF1782X	Venkel	CR0402-16W-1782FT	RES0402	0.3	Y		0.0007 	0.0000 	4.93 	0.00 	0.00072	venkel	CR0402-16W-1782FT	10000	7.2	161027																			0 	0 	0	0 	1	1 	7000	7000	0 	1	6854 	0	6854 	
'16.2K_1%_0402'	730	RES, 16.2K OHM, 1%, 0402	Panasonic	ERJ-2RKF1622X	Venkel	CR0402-16W-1622FT	RES0402	0.3	Y		0.0019 	0.0000 	13.02 	0.00 	0.0019	arrow	ERJ-2RKF1622X	10000	19	161027																			0 	0 	0	0 	1	1 	7000	7000	0 	1	6854 	0	6854 	
'24.9K_1%_0402'	731	RES, 24.9K OHM, 1%, 0402	Panasonic	ERJ-2RKF2492X	Venkel	CR0402-16W-2492FT	RES0402	0.3	Y		0.0007 	0.0000 	3.48 	0.00 	0.00072	venkel	CR0402-16W-2492FT	10000	7.2	161027																			0 	0 	0	0 	8	8 	6000	6000	0 	8	4832 	0	4832 	
													0.00 	0.00 																																0	0 	0	0 	0	0 	
'4.7K_0603'	733	RES, 4.7K OHM, 5%, 0603	Rohm	RC0603FR-074K7L				0.3	Y				0.00 	0.00 																															7000	7000	0 	2	6708 	22	6488 	
													0.00 	0.00 																															1000	1000	0 	0	1000 	0	1000 	
'ISL68201IRZ'	735	IC REG CTRLR BUCK PMBUS 24QFN	Intersil	ISL68201IRZ			QFN50P400X400X100-24EP1	1	Y			5.13	0.00 	205.20 				5.13		2.22																			0	3 	1	0 	0	0 	40	40	0	0	40 	0	40 	
'ISL85003AFRZ'	736	REG BUCK 4.5-18V ADJ 0.8V 3A SYNC 12DFN3x4	Intersil	ISL85003FRZ			DFN050P300X400X090-12EP1	1	Y			0.877	0.00 	33.33 				0.877		0.819																			0	4	1	0	0	0	38	38	0	0	38 	0	38 	
'ISL80101IRAJZ'	737	2.2-6V LDO ADJ 0.8-5V 1A 10DFN3x3	Intersil	ISL80101IRAJZ			DFN050P300X300X100-8EP1	1	Y			0.783	0.00 	15.66 				0.783		0.77																			0	1	2	0	0	0	20	20	0	0	20 	0	20 	
'ISL99227BFRZ'	738	SmartPowerStage 5V/12V 60A 5x5	Intersil	ISL99227BFRZ			ISL99227BFRZ	0.6	Y			8.03	0.00 	425.59 				8.03		8.03																			0	3	4	0	0	0	53	53	0	0	53 	0	53 	
	739												0.00 	0.00 																																0	0	0	0 	0	0 	
	740												0.00 	0.00 																																0	0	0	0 	0	0 	
	741												0.00 	0.00 																																0	0	0	0 	0	0 	
	742												0.00 	0.00 																																0	0	0	0 	0	0 	
	743												0.00 	0.00 																																0	0	0	0 	0	0 	
	744												0.00 	0.00 																																0	0	0	0 	0	0 	
	745												0.00 	0.00 																															8000	8000	0	0	8000 	0	8000 	
'2.26K_1%_0603'	746												0.00 	0.00 																															2500	2500	0	0	2500 	0	2500 	
'47R_1%_0603'	747												0.00 	0.00 																															1000	1000	0	0	1000 	0	1000 	
'560uF_6V3_E7'	748	CAP POLYMER 560UF 20% 6.3V SMD 8.3x8.3x7.0	Nichicon	RHA0J561MCN1GS 			RHA0J561MCN1GS 	7	Y	arrow stock: 890 pcs lead time: 18 weeks	0.2660 	0.0000 	96.03 	0.00 	0.283	tti	RHA0J561MCN1GS 	900 	255 	161006 	0.266	mouser	RHA0J561MCN1GS 	900	239.4	170914												0	0 	0 	0	2 	4	4 	85	985	0	4	401 	4	361 	
'270uF_16V_H70'	749	CAP POLYMER 270UF 20% 16V SMD  H70 8.3x8.3x7.0	UnitedChemiCon	APXG160ARA271MH70G 			AE_H70	7	Y		0.2810 	0.0000 	37.65 	0.00 	0.2670	tti	APXG160ARA271MH70G 	1000	267	170327	0.281	mouser	APXG160ARA271MH70G 	1000	281	170914												0	0 	4 	0	2 	8	8 	382	1382	0	8	214 	8	134 	
'LM95231CIMM'	750	IC DUAL REM DIODE TEMP SNSR8MSOP	National Semi	LM95231CIMM-1			TSOP65P490X94-8N	2.9133	Y		1.7870 	0.0000 	357.40 	0.00 	1.787	dk	LM95231CIMM	200 	357 	161006 							0												0 	0 	0	0 	0	0 	200	200	0	0	200 	0	200 	
'AOZ1034DI'	751	IC REG BUCK ADJ 4A 0.8V 4.5-18V 8DFN 500KHz	Alpha&Omega	AOZ1034DI			DFN095P500X600X90-8EP2	0.8	Y		0.5992 	0.0000 	1303.86 	0.00 	0.5992	dk	AOZ1034DI	3000	1797.6	151215							4	4								0	4	0	0 	0 	0	0 	1	1 	2352	2352	0	1	2206 	3	2176 	
'ASPI-1040HI-R22M-T05'	752	FIXED IND 220NH 35A 0.96 MOHM SMD11.15x10x4mm	Abracon	ASPI-1040HI-R22M-T05			ASPI-1040HI	4	Y		0.4680 	0.0000 	0.00 	0.00 	0.4680	dk	ASPI-1040HI-R22M-T05	500	234	170327	0.468	mouser	ASPI-1040HI-R22M-T05	535	250.38	170914													0 	0 	0	0 	6	6 	341	876	0 	6	0 	0	0 	
'560uF_2V_SPCAP3_ESR3'	753	CAP ALUM POLY 560UF 20% 2V SMD ESR 4.5mOhm	Panasonic	EEF-LX0D561R4			SPCAP_3	2.1	Y		0.6400 	0.0000 	1251.20 	0.00 	0.5064	arrow	EEF-LX0D561R4	7000 	3545 	161006 	0.64	fe	EEF-LX0D561R4	3500	2240	170914													0 	5 	0	0 	22	24 	2230	5730	0	22	2215 	26	1955 	
	754												0.00 	0.00 																																0	0	0	0 	0	0 	
'PCIE_X16_FEMALE_CONN'	755	CONN PCI EXPRESS 164POS VERT PCB high mass support	Amphenol	10083987-11213TLF	winning	WPCS-164AN41B22UWL 	PCIE_X16_FEMALE_CONN	25	Y		0.8556 	0.0000 	29.94 	0.00 	0.855555555555556	winwin	WPCS-164AN41B22UWL 	750 	642 	161006 																			0 	0 	0	2 	2	2 	347	347	0	2	55 	2	35 	
'RS3AB-13-F'	756	DIODE GEN PURP 50V 3A SMB 	Diodes	RS3AB-13-F			SMB	2.62	Y	plushkin		0.2270 	0.00 	616.31 													0												0 	0 	0	0 	0	0 	2735	2735	0	0	2735 	2	2715 	
	757												0.00 	0.00 																															6000	6000	0	0	6000 	0	6000 	
	758												0.00 	0.00 																															2500	2500	0	0	2500 	0	2500 	
'ISL68124IRAZ'	759	IC REG CTRLR BUCK PMBUS 40TQFN	Intersil	ISL68124IRAZ			QFN40P500X500X075-40EP1	0.75	Y			9.3	0.00 	93.00 				9.3		4.75																			0	0	1	0	0	0	10	10	0	0	10 	0	10 	
'MBRS130L'	760	DIODE SCHOTTKY 30V 2A SMB	Diodes	MBRS130L				2.2	Y	plushkin170110	0.1000 	0.0000 	274.40 	0.00 	0.13526	DK	MBRS130L	500	67.63	170207P	0.1	arrow	MBRS130L	3000	300	170914													0 	0 	0	0 	2	2 	76	3076	0	2	2784 	4	2744 	
	761												0.00 	0.00 																																0	0	0	0 	0	0 	
'ISL99135BDRZ'	762	SmartPowerStage 5V/12V 40A 5x5	Intersil	ISL99135BDRZ			ISL99135BDRZ	0.6	Y			2	0.00 	42.00 				2		2																			0	0	1	0	0	0	21	21	0	0	21 	0	21 	
'10124806-01006LF'	763	CON DDR4 288P PRESS FIT 	Amphenol	10124806-01006LF			10124806-01006LF	33.65	Y	mouser stock:1484 pcs lead time:	4.9148 	0.0000 	368.61 	0.00 	4.91	mouser	10124806-01006LF	3200	15712	buy160934	4.91478	dk	10124806-01006LF	3200 	15727 	161006 												0	0 	0 	0	0 	8	16 	1403	1403	0	8	235 	16	75 	
'MT40A256M16GE-083'	764		Micron	MT40A256M16GE-083			FBGA-DDR-96		Y		4.7430 	0.0000 	2978.60 	0.00 	4.743	dk	MT40A256M16GE-083E:B	250 	1185.75	160908																		1	0 	0 	0	0 	0	0 	778	778	1	0	638 	1	628 	
	765												0.00 	0.00 																																0	0	0	0 	0	0 	
'SN74LVC1G32DCK'	766	IC GATE OR 1CH 2-INP SC-70-5	TI	SN74LVC1G32DCK			SOT65P210X110-5N	1	Y		0.0363 	0.0000 	90.75 	0.00 	0.0363	avnet	SN74LVC1G32DCK	3000	108.9	151215							1	1									1	0	0 	0 	0	0 	0	0 	2500	2500	0	0	2500 	0	2500 	
	767												0.00 	0.00 																																0	0	0	0 	0	0 	
	768												0.00 	0.00 																																0	0	0	0 	0	0 	
	769												0.00 	0.00 																																0	0	0	0 	0	0 	
	770												0.00 	0.00 																																0	0	0	0 	0	0 	
'HDR_1X4_2MM54_VT_TH'	771	HDR MALE, 1X4 VERT TH  2.54 MM 	MOLEX	22-28-4043			22-28-4043	0.24	Y		0.0000 	0.3370 	0.00 	64.03 		0.38	10	0.337	100	0.2248							0	0					2	0	0	0	0	0	0 	0 	0	0 	0	0 	200	200	0 	0	200 	1	190 	
